Song ID,Run,Type,To Be Replaced,Correct Term
song-313,run3,evidence,It's got to the point that these rappers don't even like rappin' with me,It’s got to the point that these rappers don't even like rappin' with me
song-313,run3,evidence,This is a marathon and I'm aware,This is a marathon and I’m aware
song-316,run1,evidence,"Diamonds in the rollie, they in hd like it's blu-ray","Diamonds in the rollie, they in hd like it’s blu-ray"
song-316,run2,evidence,"Diamonds in the rollie, they in hd like it's blu-ray","Diamonds in the rollie, they in hd like it’s blu-ray"
song-316,run3,evidence,"Diamonds in the rollie, they in hd like it's blu-ray","Diamonds in the rollie, they in hd like it’s blu-ray"
song-316,run3,evidence,Every single dollar in these bands got a blue face,every single dollar in these bands got a blue face
song-317,run2,evidence,Ain't afraid to take chances,ain't afraid to take chances
song-319,run1,evidence,"Sheck Wes, I ain't a mo'fuckin' joke","Sheck Wes, I ain’t a mo'fuckin' joke"
song-319,run1,evidence,Young Sheck Wes and I'm getting really rich,Young Sheck Wes and I’m getting really rich
song-319,run2,evidence,"I'm the best drug dealer, nigga, come and cop it","I’m the best drug dealer, nigga, come and cop it"
song-319,run2,evidence,"Sheck Wes, I ain't a mo'fuckin' joke","Sheck Wes, I ain’t a mo'fuckin' joke"
song-319,run2,evidence,Young Sheck Wes and I'm getting really rich,Young Sheck Wes and I’m getting really rich
song-319,run3,evidence,"Sheck Wes, I ain't a mo'fuckin' joke","Sheck Wes, I ain’t a mo'fuckin' joke"
song-319,run3,evidence,Young Sheck Wes and I'm getting really rich,Young Sheck Wes and I’m getting really rich
song-325,run1,evidence,You got the bag but can't afford it (Give me the bag),"You got the bag, but can't afford it (Give me the bag"
song-327,run1,evidence,"I'ma hoe, rich bitch and work like I'm broke still (Cardi)","I'ma hoe, rich bitch and work like I’m broke still (Cardi)"
song-327,run1,evidence,"Pорque i am the party, yo soy fiesta","Porque i am the party, yo soy fiesta"
song-327,run2,evidence,"I'ma hoe, rich bitch and work like I'm broke still (Cardi)","I'ma hoe, rich bitch and work like I’m broke still (Cardi)"
song-327,run3,evidence,"I'ma hoe, rich bitch and work like I'm broke still (Cardi)","I'ma hoe, rich bitch and work like I’m broke still (Cardi)"
song-335,run1,evidence,Desde que te vi supe que eras pa' mi,Desde que te vi supe que eras pa’ mi
song-335,run1,evidence,Ese un asesina cuando baila quiero que to' el mundo la vea,Ese un asesina cuando baila quiero que to’ el mundo la vea
song-335,run1,evidence,"I like your ""poom poom"" girl",I like your “poom poom” girl
song-335,run1,evidence,Zúmbale dj otra vez pa' que dance,Zúmbale dj otra vez pa’ que dance
song-335,run2,evidence,Desde que te vi supe que eras pa' mi,Desde que te vi supe que eras pa’ mi
song-335,run2,evidence,Ese un asesina cuando baila quiero que to' el mundo la vea,Ese un asesina cuando baila quiero que to’ el mundo la vea
song-335,run2,evidence,"I like your ""poom poom"" girl",I like your “poom poom” girl
song-335,run3,evidence,Desde que te vi supe que eras pa' mi,Desde que te vi supe que eras pa’ mi
song-335,run3,evidence,"I like your ""poom poom"" girl",I like your “poom poom” girl
song-340,run1,evidence,"'Cause you different, you can't play your part (no damn, ay)","'Cause you different, you can’t play your part (no damn, ay)"
song-340,run1,evidence,How could you\nMoving like you're crazy\nI ain't call you back (damn),How could you\nMoving like you’re crazy\nI ain’t call you back (damn)
song-340,run1,evidence,How you just gon' play me\nI ain't fine with that,How you just gon’ play me\nI ain’t fine with that
song-340,run1,evidence,I can't sweat you I'm like who dat?,I can’t sweat you I’m like who dat?
song-340,run1,evidence,I wanted you but I can't fuck with you,I wanted you but I can’t fuck with you
song-340,run1,evidence,Play me you're my lady\nGot no time for that,Play me you’re my lady\nGot no time for that
song-340,run1,evidence,Tell you the truth\nI ain't want you to depart (ay),Tell you the truth\nI ain’t want you to depart (ay)
song-340,run1,evidence,Thinking 'bout you daily\nSmoking crazy while I'm off the tac (damn),Thinking ‘bout you daily\nSmoking crazy while I’m off the tac (damn)
song-340,run1,evidence,"You can't play me, I'm just wavy","You can’t play me, I’m just wavy"
song-340,run2,evidence,Hit my bop like I'm Lil Kodak,Hit my bop like I’m Lil Kodak
song-340,run2,evidence,How you just gon' play me\nI ain't fine with that,How you just gon’ play me\nI ain’t fine with that
song-340,run2,evidence,I cannot fuck on no bitch\nI can't love when the bitch is not playing her part (like damn),I cannot fuck on no bitch\nI can’t love when the bitch is not playing her part (like damn)
song-340,run2,evidence,"I wanted you but I can't fuck with you\n'Cause you different, you can't play your part (no damn, ay)","I wanted you but I can’t fuck with you\n'Cause you different, you can’t play your part (no damn, ay)"
song-340,run2,evidence,Moving like you're crazy\nI ain't call you back (damn),Moving like you’re crazy\nI ain’t call you back (damn)
song-340,run2,evidence,Tell you the truth\nI ain't want you to depart (ay),Tell you the truth\nI ain’t want you to depart (ay)
song-340,run2,evidence,Thinking 'bout you daily,Thinking ‘bout you daily
song-340,run2,evidence,"You can't play me, I'm just wavy","You can’t play me, I’m just wavy"
song-340,run3,evidence,"'Cause you different, you can't play your part (no damn, ay)","'Cause you different, you can’t play your part (no damn, ay)"
song-340,run3,evidence,Hit my bop like I'm Lil Kodak,Hit my bop like I’m Lil Kodak
song-340,run3,evidence,How you just gon' play me\nI ain't fine with that,How you just gon’ play me\nI ain’t fine with that
song-340,run3,evidence,I ain't fine with that,I ain’t fine with that
song-340,run3,evidence,I cannot fuck on no bitch\nI can't love when the bitch is not playing her part (like damn),I cannot fuck on no bitch\nI can’t love when the bitch is not playing her part (like damn)
song-340,run3,evidence,I wanted you but I can't fuck with you,I wanted you but I can’t fuck with you
song-340,run3,evidence,Leave and I'm gone (yah),Leave and I’m gone (yah)
song-340,run3,evidence,Moving like you're crazy\nI ain't call you back (damn),Moving like you’re crazy\nI ain’t call you back (damn)
song-340,run3,evidence,Tell you the truth\nI ain't want you to depart (ay),Tell you the truth\nI ain’t want you to depart (ay)
song-340,run3,evidence,Thinking 'bout you daily,Thinking ‘bout you daily
song-340,run3,evidence,Thinking 'bout you daily\nSmoking crazy while I'm off the tac (damn),Thinking ‘bout you daily\nSmoking crazy while I’m off the tac (damn)
song-340,run3,evidence,"You can't play me, I'm just wavy","You can’t play me, I’m just wavy"
song-344,run1,evidence,"It's the end, doo doo doo doo doo doo","It’s the end, doo doo doo doo doo doo"
song-344,run1,evidence,"Let's go hunt, doo doo doo doo doo doo","Let’s go hunt, doo doo doo doo doo doo"
song-344,run2,evidence,"Let's go hunt, doo doo doo doo doo doo","Let’s go hunt, doo doo doo doo doo doo"
song-344,run3,evidence,"It's the end, doo doo doo doo doo doo","It’s the end, doo doo doo doo doo doo"
song-344,run3,evidence,"Let's go hunt, doo doo doo doo doo doo","Let’s go hunt, doo doo doo doo doo doo"
song-345,run1,evidence,"Bitch please, Lamborghini keys","Bitch please (Bitch), Lamborghini keys"
song-345,run2,evidence,"Bitch please, Lamborghini keys","Bitch please (Bitch), Lamborghini keys"
song-345,run3,evidence,"Bitch please, Lamborghini keys","Bitch please (Bitch), Lamborghini keys"
song-347,run1,evidence,'Cause leaving now just don't feel right,'Cause leaving now just don’t feel right
song-347,run1,evidence,I'm praying you don't change your mind,I’m praying you don’t change your mind
song-347,run1,evidence,"It's closing time, so leave with me again (Yeah)","It’s closing time, so leave with me again (Yeah)"
song-347,run2,evidence,'Cause leaving now just don't feel right,'Cause leaving now just don’t feel right
song-347,run2,evidence,I'm praying you don't change your mind,I’m praying you don’t change your mind
song-347,run2,evidence,"It's closing time, so leave with me again (Yeah)","It’s closing time, so leave with me again (Yeah)"
song-347,run3,evidence,'Cause leaving now just don't feel right,'Cause leaving now just don’t feel right
song-347,run3,evidence,I'm praying you don't change your mind,I’m praying you don’t change your mind
song-347,run3,evidence,"It's closing time, so leave with me again (Yeah)","It’s closing time, so leave with me again (Yeah)"
song-348,run1,evidence,And ice needs whiskey,and ice needs whiskey
song-348,run1,evidence,Back seats need I want you so bad,back seats need I want you so bad
song-348,run1,evidence,Birds need bees and ice needs whiskey,birds need bees and ice needs whiskey
song-348,run1,evidence,Small town nights need both ends burnin',small town nights need both ends burnin'
song-348,run2,evidence,And ice needs whiskey,and ice needs whiskey
song-348,run2,evidence,Back seats need I want you so bad,back seats need I want you so bad
song-348,run2,evidence,Birds need bees and ice needs whiskey,birds need bees and ice needs whiskey
song-348,run2,evidence,Friday nights need to do what Friday nights need to do,Friday nights need to do\nWhat Friday nights need to do
song-348,run2,evidence,Small town nights need both ends burnin',small town nights need both ends burnin'
song-348,run3,evidence,And ice needs whiskey,and ice needs whiskey
song-348,run3,evidence,Back seats need I want you so bad,back seats need I want you so bad
song-348,run3,evidence,Birds need bees and ice needs whiskey,birds need bees and ice needs whiskey
song-348,run3,evidence,Friday nights need to do what Friday nights need to do,Friday nights need to do\nWhat Friday nights need to do
song-348,run3,evidence,Small town nights need both ends burnin',small town nights need both ends burnin'
song-350,run1,evidence,"I swear I ain't no killer, but test me if you want","I swear I ain’t no killer, but test me if you want"
song-350,run1,evidence,"I thought everything was right, that's when you left, yeah","I thought everything was right, that’s when you left, yeah"
song-350,run1,evidence,"New Louboutin, you would think I'm bleedin' from my toes","New Louboutin, you would think I’m bleedin’ from my toes"
song-350,run2,evidence,"I swear I ain't no killer, but test me if you want","I swear I ain’t no killer, but test me if you want"
song-350,run2,evidence,"I thought everything was right, that's when you left, yeah","I thought everything was right, that’s when you left, yeah"
song-350,run2,evidence,"New Louboutin, you would think I'm bleedin' from my toes","New Louboutin, you would think I’m bleedin’ from my toes"
song-350,run3,evidence,"I swear I ain't no killer, but test me if you want","I swear I ain’t no killer, but test me if you want"
song-350,run3,evidence,"I thought everything was right, that's when you left, yeah","I thought everything was right, that’s when you left, yeah"
song-350,run3,evidence,"New Louboutin, you would think I'm bleedin' from my toes","New Louboutin, you would think I’m bleedin’ from my toes"
song-353,run2,evidence,Those eyes can hypnotize,those eyes can hypnotize
song-356,run1,evidence,I've cheated and I've lied,I've cheated and I’ve lied
song-356,run1,evidence,I've got nothing to hide no more,I’ve got nothing to hide no more
song-356,run2,evidence,I've cheated and I've lied,I've cheated and I’ve lied
song-356,run2,evidence,I've got nothing to hide no more,I’ve got nothing to hide no more
song-356,run2,evidence,"When I was gettin' crazy, reckless, and wild\nActin' like my mama's little devilish child\nIt took a heart like yours to find its place","When I was gettin' crazy, reckless, and wild\nActin’ like my mama's little devilish child\nIt took a heart like yours to find its place"
song-356,run3,evidence,I've cheated and I've lied,I've cheated and I’ve lied
song-356,run3,evidence,I've got nothing to hide no more,I’ve got nothing to hide no more
song-357,run1,evidence,"and that's why every time you see me, I got some new shoes","And that's why every time you see me, I got some new shoes"
song-357,run2,evidence,"and that's why every time you see me, I got some new shoes","And that's why every time you see me, I got some new shoes"
song-357,run3,evidence,"and that's why every time you see me, I got some new shoes","And that's why every time you see me, I got some new shoes"
song-359,run2,evidence,"College girl, but a freak on the weekend (On the weekend)","college girl, but a freak on the weekend (On the weekend)"
song-360,run1,evidence,"I talked you into taking up my time, making up your mind","Talked you into taking up my time, making up your mind"
song-360,run1,evidence,There's a look in your eyes\nLooks like we ain't leavin' now,there's a look in your eyes\nLooks like we ain't leavin' now
song-360,run2,evidence,There's a look in your eyes\nLooks like we ain't leavin' now,there's a look in your eyes\nLooks like we ain't leavin' now
song-360,run3,evidence,There's a look in your eyes\nLooks like we ain't leavin' now,there's a look in your eyes\nLooks like we ain't leavin' now
song-362,run1,keyword,travel-and-adventure,**REMOVE**
song-369,run2,evidence,"Aren't you the guy who tried to hurt me with the word ""goodbye""?","Aren't you the guy who tried to\nHurt me with the word ""goodbye""?"
song-370,run2,evidence,She know that her youngest son was always guaranteed to get the money,she know that her youngest son was always guaranteed to get the money
song-374,run1,evidence,"But we built this right, so nothing's ever gonna move it","but\nWe built this right, so nothing's ever gonna move it"
song-374,run1,evidence,The wolves came and went and we're still standing,the wolves came and went and we're still standing
song-374,run2,evidence,The wolves came and went and we're still standing,the wolves came and went and we're still standing
song-374,run3,evidence,The wolves came and went and we're still standing,the wolves came and went and we're still standing
song-376,run2,evidence,I hope you make me smile the way you made me smile on the other end of a phone,I hope she makes you smile\nThe way you made me smile on the other end of a phone
song-390,run2,evidence,Shit hit different when it's Thursday night,shit hit different when it's Thursday night
song-397,run2,evidence,"I should've stayed at home, 'cause I was doing better alone","I whould've stayed at home, 'cause I was doing better alone"
song-398,run1,evidence,Chasing that feeling that got gone too soon,chasing that feeling that got gone too soon
song-399,run1,evidence,"Your savage love\nDid somebody, did somebody break your heart?\nLookin' like an angel but your savage love","your\n\nSavage love\nDid somebody, did somebody break your heart?\nLookin' like an angel but your savage love"
song-400,run1,evidence,She drop a pin and I'd come met her,she drop a pin and I'd come met her
song-400,run2,evidence,She drop a pin and I'd come met her,she drop a pin and I'd come met her
song-406,run2,evidence,"Yeah, we still young, there's so much we haven't done","yeah, we still young, there's so much we haven't done"
song-406,run3,evidence,"Yeah, we still young, there's so much we haven't done","yeah, we still young, there's so much we haven't done"
song-416,run1,evidence,"Nothing on me from Saks, everything Revive","Nothin' on me from Saks, everything Revive"
song-423,run1,evidence,"I ain't never do you wrong, so tell me why you don't trust me","I ain’t never do you wrong, so tell me why you don’t trust me"
song-423,run1,evidence,"I been tryna reach for it, but it's too far above me","I been tryna reach for it, but it’s too far above me"
song-423,run1,evidence,I'm tryna be with you so you don't be without me,I’m tryna be with you so you don’t be without me
song-423,run1,evidence,"She boo'd up off the meth like, she can't breathe without it","She boo’d up off the meth like, she can’t breathe without it"
song-423,run1,evidence,She don't want nobody,She don’t want nobody
song-423,run1,evidence,"She drinkin' Four Lokos, I can't get with those","She drinkin' Four Lokos, I can’t get with those"
song-423,run1,evidence,"She say: You say you love me, but I don't know what love means","She say: You say you love me, but I don’t know what love means"
song-423,run1,evidence,"She tote 'em just like me, no, we can't leave without it","She tote ’em just like me, no, we can’t leave without it"
song-423,run1,evidence,"They say you ain't wifey type, but I don't care, I want you","They say you ain’t wifey type, but I don’t care, I want you"
song-423,run2,evidence,"(Woah, don't be scared to party, don't be scared to party)","(Woah, don’t be scared to party, don’t be scared to party)"
song-423,run2,evidence,"I ain't never do you wrong, so tell me why you don't trust me","I ain’t never do you wrong, so tell me why you don’t trust me"
song-423,run2,evidence,"I been tryna reach for it, but it's too far above me","I been tryna reach for it, but it’s too far above me"
song-423,run2,evidence,I'm tryna be with you so you don't be without me,I’m tryna be with you so you don’t be without me
song-423,run2,evidence,"She boo'd up off the meth like, she can't breathe without it","She boo’d up off the meth like, she can’t breathe without it"
song-423,run2,evidence,She don't want nobody,She don’t want nobody
song-423,run2,evidence,"She drinkin' Four Lokos, I can't get with those","She drinkin' Four Lokos, I can’t get with those"
song-423,run2,evidence,"She say: You say you love me, but I don't know what love means","She say: You say you love me, but I don’t know what love means"
song-423,run2,evidence,"She tote 'em just like me, no, we can't leave without it","She tote ’em just like me, no, we can’t leave without it"
song-423,run2,evidence,"They say you ain't wifey type, but I don't care, I want you","They say you ain’t wifey type, but I don’t care, I want you"
song-423,run3,evidence,"I ain't never do you wrong, so tell me why you don't trust me","I ain’t never do you wrong, so tell me why you don’t trust me"
song-423,run3,evidence,"I been tryna reach for it, but it's too far above me","I been tryna reach for it, but it’s too far above me"
song-423,run3,evidence,I'm tryna be with you so you don't be without me,I’m tryna be with you so you don’t be without me
song-423,run3,evidence,"She boo'd up off the meth like, she can't breathe without it","She boo’d up off the meth like, she can’t breathe without it"
song-423,run3,evidence,She don't want nobody,She don’t want nobody
song-423,run3,evidence,"She drinkin' Four Lokos, I can't get with those","She drinkin' Four Lokos, I can’t get with those"
song-423,run3,evidence,"She say: You say you love me, but I don't know what love means","She say: You say you love me, but I don’t know what love means"
song-423,run3,evidence,"They say you ain't wifey type, but I don't care, I want you","They say you ain’t wifey type, but I don’t care, I want you"
song-425,run1,evidence,"Shawty with the long text, I don't talk, ayy","shawty with the long text, I don't talk, ayy"
song-426,run2,evidence,Make my wish come true\nBaby all I want for Christmas is you,Make my wish come true\nBaby all I want for Christmas is\nYou
song-427,run1,evidence,You broke every heart in your hometown,"You one of them girls, broke every heart in your hometown"
song-427,run1,evidence,You're one of them girls that ain't tryna meet nobody,you're one of them girls that ain't tryna meet nobody
song-427,run2,evidence,You're one of them girls that ain't tryna meet nobody,you're one of them girls that ain't tryna meet nobody
song-427,run3,evidence,You broke every heart in your hometown,"You one of them girls, broke every heart in your hometown"
song-427,run3,evidence,You're one of them girls that ain't tryna meet nobody,you're one of them girls that ain't tryna meet nobody
song-428,run2,evidence,It's driving me out of mine,it's driving me out of mine
song-428,run3,evidence,It's driving me out of mine,it's driving me out of mine
song-431,run2,evidence,"I hope you get moving on, all figured out","Hope you get moving on, all figured out"
song-434,run1,evidence,But it's time for a change,but it's time for a change
song-434,run2,evidence,But it's time for a change,but it's time for a change
song-434,run3,evidence,But it's time for a change,but it's time for a change
song-435,run1,evidence,"She only liked the guap, red light these hoes","she only liked the guap, red light these hoes"
song-435,run1,evidence,"The Bentley came with the wings like a number nine, yeah","the Bentley came with the wings like a number nine, yeah"
song-435,run2,evidence,"She only liked the guap, red light these hoes","she only liked the guap, red light these hoes"
song-435,run3,evidence,"The Bentley came with the wings like a number nine, yeah","the Bentley came with the wings like a number nine, yeah"
song-436,run1,evidence,"Peep all the moves I been makin', by time I get forty, I gotta be one of them greats","Peep all the moves I been makin', by time I get forty\nI gotta be one of them greats"
song-436,run1,evidence,"Wake up every day, somebody harassin' me","Wake up every day, somebody harrassin' me"
song-436,run2,evidence,"Peep all the moves I been makin', by time I get forty, I gotta be one of them greats","Peep all the moves I been makin', by time I get forty\nI gotta be one of them greats"
song-436,run2,evidence,"Wake up every day, somebody harassin' me","Wake up every day, somebody harrassin' me"
song-436,run3,evidence,"Peep all the moves I been makin', by time I get forty, I gotta be one of them greats","Peep all the moves I been makin', by time I get forty\nI gotta be one of them greats"
song-437,run1,evidence,Lock the door and throw out the key,lock the door and throw out the key
song-437,run2,evidence,Lock the door and throw out the key,lock the door and throw out the key
song-437,run2,evidence,"You never let me down, no, no","you never let me down, no, no"
song-437,run3,evidence,Lock the door and throw out the key,lock the door and throw out the key
song-445,run3,evidence,"Sometimes when you thought you found the love of your life (Ooh, ooh, ooh)","Sometimes, when you thought you found the love of your life (Ooh, ooh, ooh"
song-446,run1,evidence,It says Kane Brown on a sign with a line out the door,it says Kane Brown on a sign with a line out the door
song-446,run2,evidence,It says Kane Brown on a sign with a line out the door,it says Kane Brown on a sign with a line out the door
song-446,run3,evidence,It says Kane Brown on a sign with a line out the door,it says Kane Brown on a sign with a line out the door
song-448,run1,evidence,Don't like where I'm at,Don't  like where I'm at
song-448,run2,evidence,Don't like where I'm at,Don't  like where I'm at
song-448,run3,evidence,Don't like where I'm at,Don't  like where I'm at
song-450,run1,evidence,And I stand up for what I believe,I stand up for what I believe
song-450,run2,evidence,And I stand up for what I believe,I stand up for what I believe
song-450,run3,evidence,And I stand up for what I believe,I stand up for what I believe
song-456,run1,evidence,Nothing matters when we one on one,Nothin' matters when we one on one
song-456,run2,evidence,Nothing matters when we one on one,Nothin' matters when we one on one
song-456,run3,evidence,Nothing matters when we one on one,Nothin' matters when we one on one
song-460,run3,evidence,Your apathy's like a wound in salt,your apathy's like a wound in salt
song-465,run1,evidence,"I can't, I can't pretend, I can't ignore you're right for me","I can't, I can’t pretend, I can't ignore you're right for me"
song-465,run1,evidence,"I left my girl, I'm in my Yorker","I left my girl, I’m in my Yorker"
song-465,run1,evidence,"It's the way you lift me up, yeah","It’s the way you lift me up, yeah"
song-465,run1,evidence,Remember when I couldn't hold her,Remember when I couldn’t hold her
song-465,run2,evidence,"I can't, I can't pretend, I can't ignore you're right for me","I can't, I can’t pretend, I can't ignore you're right for me"
song-465,run2,evidence,"I left my girl, I'm in my Yorker","I left my girl, I’m in my Yorker"
song-465,run2,evidence,"It's the way you lift me up, yeah","It’s the way you lift me up, yeah"
song-465,run3,evidence,"I can't, I can't pretend, I can't ignore you're right for me","I can't, I can’t pretend, I can't ignore you're right for me"
song-465,run3,evidence,"I left my girl, I'm in my Yorker","I left my girl, I’m in my Yorker"
song-465,run3,evidence,"It's the way you lift me up, yeah","It’s the way you lift me up, yeah"
song-465,run3,evidence,Remember when I couldn't hold her,Remember when I couldn’t hold her
song-467,run1,evidence,'Cause you ain't ever left me empty-handed,'Cause you ain’t ever left me empty-handed
song-467,run2,evidence,'Cause you ain't ever left me empty-handed,'Cause you ain’t ever left me empty-handed
song-467,run3,evidence,'Cause you ain't ever left me empty-handed,'Cause you ain’t ever left me empty-handed
song-468,run1,evidence,"So when you gonna tell her that we did that, too?","So when you gonna tell her\nThat we did that, too?"
song-468,run2,evidence,"Play her piano, but she doesn't know that I was the one who taught you Billy Joel","Play her piano, but she doesn't know (oh, oh)\nThat I was the one who taught you Billy Joel"
song-468,run2,evidence,"So when you gonna tell her that we did that, too?","So when you gonna tell her\nThat we did that, too?"
song-468,run3,evidence,I made the jokes you tell to her when she's with you,I made the jokes you tell to her\nWhen she's with you
song-468,run3,evidence,"Play her piano, but she doesn't know that I was the one who taught you Billy Joel","Play her piano, but she doesn't know (oh, oh)\nThat I was the one who taught you Billy Joel"
song-468,run3,evidence,"So when you gonna tell her that we did that, too?","So when you gonna tell her\nThat we did that, too?"
song-468,run3,evidence,"That was the show we talked about, played you the songs she's singing now",That was the show we talked about\nPlayed you the songs she's singing now
song-478,run2,evidence,"I turn my haters to consumers, I make vets feel like they juniors","Turn my haters to consumers, I make vets feel like they juniors"
song-480,run1,evidence,Bitches ain't fucking with me now and I can see why,Bitches ain’t fucking with me now and I can see why
song-480,run1,evidence,Broke boys don't deserve no pussy,Broke boys don’t deserve no pussy
song-480,run1,evidence,"He nutted on my butt, I said: I'm glad that you came","He nutted on my butt, I said: I’m glad that you came"
song-480,run1,evidence,"If it ain't no ring on my finger, you ain't goin' on my 'Gram","If it ain’t no ring on my finger, you ain’t goin' on my 'Gram"
song-480,run2,evidence,Bitches ain't fucking with me now and I can see why,Bitches ain’t fucking with me now and I can see why
song-480,run2,evidence,Broke boys don't deserve no pussy,Broke boys don’t deserve no pussy
song-480,run2,evidence,"He nutted on my butt, I said: I'm glad that you came","He nutted on my butt, I said: I’m glad that you came"
song-480,run2,evidence,"If it ain't no ring on my finger, you ain't goin' on my 'Gram","If it ain’t no ring on my finger, you ain’t goin' on my 'Gram"
song-480,run3,evidence,Broke boys don't deserve no pussy,Broke boys don’t deserve no pussy
song-480,run3,evidence,"He nutted on my butt, I said: I'm glad that you came","He nutted on my butt, I said: I’m glad that you came"
song-480,run3,evidence,"If it ain't no ring on my finger, you ain't goin' on my 'Gram","If it ain’t no ring on my finger, you ain’t goin' on my 'Gram"
song-483,run1,evidence,"Best friend, you the baddest and you know it (You know)","best friend, you the baddest and you know it (You know)"
song-483,run2,evidence,"Best friend, you the baddest and you know it (You know)","best friend, you the baddest and you know it (You know)"
song-485,run3,evidence,Like when you walked out my life,like when you walked out my life
song-487,run1,evidence,I fill my nights with broken dreams,And fill my nights with broken dreams
song-487,run1,evidence,I'm the best you ever had and best you gon' get (Gon' get),I'm the best (I'm the best)\nBest you ever had and best you gon' get (Gon' get)
song-487,run2,evidence,I fill my nights with broken dreams,And fill my nights with broken dreams
song-487,run2,evidence,I'm the best you ever had and best you gon' get (Gon' get),I'm the best (I'm the best)\nBest you ever had and best you gon' get (Gon' get)
song-487,run3,evidence,I fill my nights with broken dreams,And fill my nights with broken dreams
song-487,run3,evidence,I'm the best you ever had and best you gon' get (Gon' get),I'm the best (I'm the best)\nBest you ever had and best you gon' get (Gon' get)
song-491,run1,evidence,Ain't it funny\nHow you said you were friends?\nNow it sure as hell don't look like it,ain't it funny\nHow you said you were friends?\nNow it sure as hell don't look like it
song-491,run2,evidence,Ain't it funny\nHow you said you were friends?\nNow it sure as hell don't look like it,ain't it funny\nHow you said you were friends?\nNow it sure as hell don't look like it
song-491,run3,evidence,Ain't it funny\nHow you said you were friends?\nNow it sure as hell don't look like it,ain't it funny\nHow you said you were friends?\nNow it sure as hell don't look like it
song-492,run1,evidence,"All that wolfin' on the net, nigga, I thought you was a thug","All that wolfin' on the net (Ugh), nigga, I thought you was a thug"
song-492,run2,evidence,"All that wolfin' on the net, nigga, I thought you was a thug","All that wolfin' on the net (Ugh), nigga, I thought you was a thug"
song-492,run3,evidence,"All that wolfin' on the net, nigga, I thought you was a thug","All that wolfin' on the net (Ugh), nigga, I thought you was a thug"
song-492,run3,evidence,"Hit his lil' ass with that switch, I bet that switch switch up his nerves","Hit his lil' ass with that switch (Grrah), I bet that switch switch up his nerves"
song-493,run3,evidence,Coming through a hunnid thou,Comin' through a hunnid thou
song-494,run1,evidence,But you still hesitate 'cause you choose loyalty,But you still hesitate (Oh) 'cause you choose loyalty
song-497,run2,evidence,"She came for me twice, I didn't even nut for her once, you know I'm a pleaser","She came for me twice, I didn’t even nut for her once, you know I'm a pleaser"
song-500,run1,keyword,alcohol-and-substance-use,**REMOVE**
song-500,run3,keyword,alcohol-and-substance-use,**REMOVE**
song-501,run1,evidence,Kicked the PJs on a PJ (a PJ),"Kickin' my feet up, left the PJs on a PJ (a PJ)"
song-513,run2,evidence,love-as-fleeting-and-transient,**REMOVE**
song-513,run3,evidence,love-as-fleeting-and-transient,**REMOVE**
song-516,run1,evidence,"So put your loving hand out, baby",So put your loving hand out baby
song-520,run1,evidence,"And she said, ""Take me to the country\nShow me where you from""","And she said, “Take me to the country\nShow me where you from”"
song-520,run2,evidence,"And she said, ""Take me to the country\nShow me where you from""","And she said, “Take me to the country\nShow me where you from”"
song-520,run3,evidence,"And she said, ""Take me to the country\nShow me where you from""","And she said, “Take me to the country\nShow me where you from”"
song-521,run1,evidence,None of these hoes finna see me at the bank,none of these hoes finna see me at the bank
song-521,run1,evidence,"Order '42 for the table, let's pop shit","Order '42 for the table, let’s pop shit"
song-521,run1,evidence,Why the fuck you in the club when niggas wildin'?,Why the fuck you in the club when niggas wildin’?
song-521,run2,evidence,None of these hoes finna see me at the bank,none of these hoes finna see me at the bank
song-521,run2,evidence,"Order '42 for the table, let's pop shit","Order '42 for the table, let’s pop shit"
song-521,run2,evidence,Why the fuck you in the club when niggas wildin'?,Why the fuck you in the club when niggas wildin’?
song-521,run3,evidence,None of these hoes finna see me at the bank,none of these hoes finna see me at the bank
song-521,run3,evidence,"Order '42 for the table, let's pop shit","Order '42 for the table, let’s pop shit"
song-521,run3,evidence,Why the fuck you in the club when niggas wildin'?,Why the fuck you in the club when niggas wildin’?
song-524,run1,evidence,Forever's not enough time to love you the way that I want,Forever's not enough time to\nLove you the way that I want
song-524,run2,evidence,Forever's not enough time to love you the way that I want,Forever's not enough time to\nLove you the way that I want
song-524,run3,evidence,Forever's not enough time to love you the way that I want,Forever's not enough time to\nLove you the way that I want
song-532,run2,evidence,"si me da' tu cuenta de banco, un millón de peso'","Si me da' tu cuenta de banco, un millón de peso'"
song-532,run3,evidence,"si me da' tu cuenta de banco, un millón de peso'","Si me da' tu cuenta de banco, un millón de peso'"
song-538,run1,evidence,"Girl, I don't want to be the one who pays the price","Girl, I don’t want to be the one who pays the price"
song-538,run1,evidence,"It's like a dream, what she feels with me","It’s like a dream, what she feels with me"
song-538,run1,evidence,You're offering yourself to me like sacrifice,You’re offering yourself to me like sacrifice
song-538,run1,evidence,You're way too young to end your life,You’re way too young to end your life
song-538,run2,evidence,"Girl, I don't want to be the one who pays the price","Girl, I don’t want to be the one who pays the price"
song-538,run2,evidence,"It's like a dream, what she feels with me","It’s like a dream, what she feels with me"
song-538,run2,evidence,You're offering yourself to me like sacrifice,You’re offering yourself to me like sacrifice
song-538,run2,evidence,You're way too young to end your life,You’re way too young to end your life
song-538,run3,evidence,"Girl, I don't want to be the one who pays the price","Girl, I don’t want to be the one who pays the price"
song-538,run3,evidence,"It's like a dream, what she feels with me","It’s like a dream, what she feels with me"
